filename	IntervalTier	tier_level	vowel	onset	offset	duration
FR-participant9_rideau	"IntervalTier" 	"phones" 	"o" 	0.52 	0.8 	0.28
FR-participant9_rideau	"IntervalTier" 	"phones" 	"" 	0.8 	1.062875 	0.262875
FR-participant9_roule	"IntervalTier" 	"words" 	"" 	0.0 	0.1 	0.1
FR-participant9_roule	"IntervalTier" 	"words" 	"roule" 	0.1 	0.55 	0.45
FR-participant9_roule	"IntervalTier" 	"words" 	"" 	0.55 	0.887 	0.337
FR-participant9_roule	"IntervalTier" 	"phones" 	"" 	0.0 	0.1 	0.1
FR-participant9_roule	"IntervalTier" 	"phones" 	"ʁ" 	0.1 	0.14 	0.04
FR-participant9_roule	"IntervalTier" 	"phones" 	"u" 	0.14 	0.37 	0.23
FR-participant9_roule	"IntervalTier" 	"phones" 	"l" 	0.37 	0.55 	0.18
FR-participant9_roule	"IntervalTier" 	"phones" 	"" 	0.55 	0.887 	0.337
FR-participant9_rue	"IntervalTier" 	"words" 	"" 	0.0 	0.13 	0.13
FR-participant9_rue	"IntervalTier" 	"words" 	"rue" 	0.13 	0.49 	0.36
FR-participant9_rue	"IntervalTier" 	"words" 	"" 	0.49 	0.948187 	0.458187
FR-participant9_rue	"IntervalTier" 	"phones" 	"" 	0.0 	0.13 	0.13
FR-participant9_rue	"IntervalTier" 	"phones" 	"ʁ" 	0.13 	0.33 	0.2
FR-participant9_rue	"IntervalTier" 	"phones" 	"y" 	0.33 	0.49 	0.16
FR-participant9_rue	"IntervalTier" 	"phones" 	"" 	0.49 	0.948187 	0.458187
FR-participant9_soeur	"IntervalTier" 	"words" 	"" 	0.0 	0.11 	0.11
FR-participant9_soeur	"IntervalTier" 	"words" 	"soeur" 	0.11 	0.74 	0.63
FR-participant9_soeur	"IntervalTier" 	"words" 	"" 	0.74 	0.986437 	0.246437
FR-participant9_soeur	"IntervalTier" 	"phones" 	"" 	0.0 	0.11 	0.11
FR-participant9_soeur	"IntervalTier" 	"phones" 	"s" 	0.11 	0.39 	0.28
FR-participant9_soeur	"IntervalTier" 	"phones" 	"œ" 	0.39 	0.6 	0.21
FR-participant9_soeur	"IntervalTier" 	"phones" 	"ʁ" 	0.6 	0.74 	0.14
FR-participant9_soeur	"IntervalTier" 	"phones" 	"" 	0.74 	0.986437 	0.246437
FR-participant9_son	"IntervalTier" 	"words" 	"" 	0.0 	0.1 	0.1
FR-participant9_son	"IntervalTier" 	"words" 	"son" 	0.1 	0.53 	0.43
FR-participant9_son	"IntervalTier" 	"words" 	"" 	0.53 	0.818187 	0.288187
FR-participant9_son	"IntervalTier" 	"phones" 	"" 	0.0 	0.1 	0.1
FR-participant9_son	"IntervalTier" 	"phones" 	"s" 	0.1 	0.32 	0.22
FR-participant9_son	"IntervalTier" 	"phones" 	"ɔ̃" 	0.32 	0.53 	0.21
FR-participant9_son	"IntervalTier" 	"phones" 	"" 	0.53 	0.818187 	0.288187
FR-participant9_sort	"IntervalTier" 	"words" 	"" 	0.0 	0.07 	0.07
FR-participant9_sort	"IntervalTier" 	"words" 	"sort" 	0.07 	0.64 	0.57
FR-participant9_sort	"IntervalTier" 	"words" 	"" 	0.64 	0.810562 	0.170562
FR-participant9_sort	"IntervalTier" 	"phones" 	"" 	0.0 	0.07 	0.07
FR-participant9_sort	"IntervalTier" 	"phones" 	"s" 	0.07 	0.26 	0.19
FR-participant9_sort	"IntervalTier" 	"phones" 	"ɔ" 	0.26 	0.47 	0.21
FR-participant9_sort	"IntervalTier" 	"phones" 	"ʁ" 	0.47 	0.64 	0.17
FR-participant9_sort	"IntervalTier" 	"phones" 	"" 	0.64 	0.810562 	0.170562
FR-participant9_temps	"IntervalTier" 	"words" 	"" 	0.0 	0.18 	0.18
FR-participant9_temps	"IntervalTier" 	"words" 	"temps" 	0.18 	0.44 	0.26
FR-participant9_temps	"IntervalTier" 	"words" 	"" 	0.44 	0.627062 	0.187062
FR-participant9_temps	"IntervalTier" 	"phones" 	"" 	0.0 	0.18 	0.18
FR-participant9_temps	"IntervalTier" 	"phones" 	"t" 	0.18 	0.24 	0.06
FR-participant9_temps	"IntervalTier" 	"phones" 	"ɑ̃" 	0.24 	0.44 	0.2
FR-participant9_temps	"IntervalTier" 	"phones" 	"" 	0.44 	0.627062 	0.187062
FR-participant9_tique	"IntervalTier" 	"words" 	"" 	0.0 	0.19 	0.19
FR-participant9_tique	"IntervalTier" 	"words" 	"tique" 	0.19 	0.64 	0.45
FR-participant9_tique	"IntervalTier" 	"words" 	"" 	0.64 	0.87175 	0.23175
FR-participant9_tique	"IntervalTier" 	"phones" 	"" 	0.0 	0.19 	0.19
FR-participant9_tique	"IntervalTier" 	"phones" 	"t" 	0.19 	0.26 	0.07
FR-participant9_tique	"IntervalTier" 	"phones" 	"i" 	0.26 	0.37 	0.11
FR-participant9_tique	"IntervalTier" 	"phones" 	"k" 	0.37 	0.64 	0.27
FR-participant9_tique	"IntervalTier" 	"phones" 	"" 	0.64 	0.87175 	0.23175
FR-participant9_toujours	"IntervalTier" 	"words" 	"" 	0.0 	0.1 	0.1
FR-participant9_toujours	"IntervalTier" 	"words" 	"toujours" 	0.1 	0.73 	0.63
FR-participant9_toujours	"IntervalTier" 	"words" 	"" 	0.73 	0.955875 	0.225875
FR-participant9_toujours	"IntervalTier" 	"phones" 	"" 	0.0 	0.1 	0.1
FR-participant9_toujours	"IntervalTier" 	"phones" 	"t" 	0.1 	0.16 	0.06
FR-participant9_toujours	"IntervalTier" 	"phones" 	"u" 	0.16 	0.27 	0.11
FR-participant9_toujours	"IntervalTier" 	"phones" 	"ʒ" 	0.27 	0.36 	0.09
FR-participant9_toujours	"IntervalTier" 	"phones" 	"u" 	0.36 	0.62 	0.26
FR-participant9_toujours	"IntervalTier" 	"phones" 	"ʁ" 	0.62 	0.73 	0.11
FR-participant9_toujours	"IntervalTier" 	"phones" 	"" 	0.73 	0.955875 	0.225875
FR-participant9_tutu	"IntervalTier" 	"words" 	"" 	0.0 	0.12 	0.12
FR-participant9_tutu	"IntervalTier" 	"words" 	"tutu" 	0.12 	0.59 	0.47
FR-participant9_tutu	"IntervalTier" 	"words" 	"" 	0.59 	0.909937 	0.319937
FR-participant9_tutu	"IntervalTier" 	"phones" 	"" 	0.0 	0.12 	0.12
FR-participant9_tutu	"IntervalTier" 	"phones" 	"t" 	0.12 	0.19 	0.07
FR-participant9_tutu	"IntervalTier" 	"phones" 	"y" 	0.19 	0.3 	0.11
FR-participant9_tutu	"IntervalTier" 	"phones" 	"t" 	0.3 	0.4 	0.1
FR-participant9_tutu	"IntervalTier" 	"phones" 	"y" 	0.4 	0.59 	0.19
FR-participant9_tutu	"IntervalTier" 	"phones" 	"" 	0.59 	0.909937 	0.319937
FR-participant9_veuve	"IntervalTier" 	"words" 	"" 	0.0 	0.1 	0.1
FR-participant9_veuve	"IntervalTier" 	"words" 	"veuve" 	0.1 	0.59 	0.49
FR-participant9_veuve	"IntervalTier" 	"words" 	"" 	0.59 	0.971125 	0.381125
FR-participant9_veuve	"IntervalTier" 	"phones" 	"" 	0.0 	0.1 	0.1
FR-participant9_veuve	"IntervalTier" 	"phones" 	"v" 	0.1 	0.25 	0.15
FR-participant9_veuve	"IntervalTier" 	"phones" 	"œ" 	0.25 	0.45 	0.2
FR-participant9_veuve	"IntervalTier" 	"phones" 	"v" 	0.45 	0.59 	0.14
FR-participant9_veuve	"IntervalTier" 	"phones" 	"" 	0.59 	0.971125 	0.381125
FR-participant9_vin	"IntervalTier" 	"words" 	"" 	0.0 	0.1 	0.1
FR-participant9_vin	"IntervalTier" 	"words" 	"vin" 	0.1 	0.49 	0.39
FR-participant9_vin	"IntervalTier" 	"words" 	"" 	0.49 	0.757062 	0.267062
FR-participant9_vin	"IntervalTier" 	"phones" 	"" 	0.0 	0.1 	0.1
FR-participant9_vin	"IntervalTier" 	"phones" 	"v" 	0.1 	0.24 	0.14
FR-participant9_vin	"IntervalTier" 	"phones" 	"ɛ̃" 	0.24 	0.49 	0.25
FR-participant9_vin	"IntervalTier" 	"phones" 	"" 	0.49 	0.757062 	0.267062
